gid:0, code:000001, symbol:平安银行 
gid:492300, code:140004, symbol:晨鸣优02 
gid:492400, code:140005, symbol:晨鸣优03 
gid:492500, code:150008, symbol:瑞和小康 
gid:492600, code:150009, symbol:瑞和远见 
gid:492700, code:150012, symbol:中证100A 
gid:492800, code:150013, symbol:中证100B 
gid:492900, code:150016, symbol:合润A 
gid:493000, code:150017, symbol:合润B 
gid:493100, code:150018, symbol:银华稳进 
gid:493200, code:150019, symbol:银华锐进 
gid:493300, code:150020, symbol:汇利A 
gid:493400, code:150021, symbol:汇利B 
gid:493500, code:150022, symbol:深成指A 
gid:493600, code:150023, symbol:深成指B 
gid:493700, code:150028, symbol:中证500A 
gid:493800, code:150029, symbol:中证500B 
gid:493900, code:150030, symbol:中证90A 
gid:494000, code:150031, symbol:中证90B 
gid:494100, code:150032, symbol:多利优先 
gid:494200, code:150033, symbol:多利进取 
gid:494300, code:150036, symbol:建信稳健 
gid:494400, code:150037, symbol:建信进取 
gid:494500, code:150039, symbol:鼎利A 
gid:494600, code:150040, symbol:鼎利B 
gid:494700, code:150047, symbol:消费A 
gid:494800, code:150048, symbol:消费B 
gid:494900, code:150049, symbol:消费收益 
gid:495000, code:150050, symbol:消费进取 
gid:495100, code:150051, symbol:沪深300A 
gid:495200, code:150052, symbol:沪深300B 
gid:495300, code:150053, symbol:泰达500A 
gid:495400, code:150054, symbol:泰达500B 
gid:495500, code:150055, symbol:500A 
gid:495600, code:150056, symbol:500B 
gid:495700, code:150057, symbol:中小300A 
gid:495800, code:150058, symbol:中小300B 
gid:495900, code:150059, symbol:资源A级 
gid:496000, code:150060, symbol:资源B级 
gid:496100, code:150064, symbol:同瑞A 
gid:496200, code:150065, symbol:同瑞B 
gid:496300, code:150066, symbol:互利A 
gid:496400, code:150067, symbol:互利B 
gid:496500, code:150073, symbol:诺安稳健 
gid:496600, code:150075, symbol:诺安进取 
gid:496700, code:150076, symbol:浙商稳健 
gid:496800, code:150077, symbol:浙商进取 
gid:496900, code:150083, symbol:深证100A 
gid:497000, code:150084, symbol:深证100B 
gid:497100, code:150090, symbol:成长A 
gid:497200, code:150091, symbol:成长B 
gid:497300, code:150092, symbol:诺德300A 
gid:497400, code:150093, symbol:诺德300B 
gid:497500, code:150094, symbol:泰信400A 
gid:497600, code:150095, symbol:泰信400B 
gid:497700, code:150100, symbol:资源A 
gid:497800, code:150101, symbol:资源B 
gid:497900, code:150104, symbol:HS300A 
gid:498000, code:150105, symbol:HS300B 
gid:498100, code:150106, symbol:中小A 
gid:498200, code:150107, symbol:中小B 
gid:498300, code:150108, symbol:同辉100A 
gid:498400, code:150109, symbol:同辉100B 
gid:498500, code:150112, symbol:深100A 
gid:498600, code:150113, symbol:深100B 
gid:498700, code:150117, symbol:房地产A 
gid:498800, code:150118, symbol:房地产B 
gid:498900, code:150121, symbol:银河优先 
gid:499000, code:150122, symbol:银河进取 
gid:499100, code:150123, symbol:建信50A 
gid:499200, code:150124, symbol:建信50B 
gid:499300, code:150130, symbol:医药A 
gid:499400, code:150131, symbol:医药B 
gid:499500, code:150135, symbol:国富100A 
gid:499600, code:150136, symbol:国富100B 
gid:499700, code:150138, symbol:中证800A 
gid:499800, code:150139, symbol:中证800B 
gid:499900, code:150140, symbol:国金300A 
gid:500000, code:150141, symbol:国金300B 
gid:500100, code:150143, symbol:转债A级 
gid:500200, code:150144, symbol:转债B级 
gid:500300, code:150145, symbol:高贝塔A 
gid:500400, code:150146, symbol:高贝塔B 
gid:500500, code:150148, symbol:医药800A 
gid:500600, code:150149, symbol:医药800B 
gid:500700, code:150150, symbol:有色800A 
gid:500800, code:150151, symbol:有色800B 
gid:500900, code:150152, symbol:创业板A 
gid:501000, code:150153, symbol:创业板B 
gid:501100, code:150154, symbol:惠丰B 
gid:501200, code:150156, symbol:中银互B 
gid:501300, code:150157, symbol:金融A 
gid:501400, code:150158, symbol:金融B 
gid:501500, code:150164, symbol:可转债A 
gid:501600, code:150165, symbol:可转债B 
gid:501700, code:150167, symbol:银华300A 
gid:501800, code:150168, symbol:银华300B 
gid:501900, code:150169, symbol:恒生A 
gid:502000, code:150170, symbol:恒生B 
gid:502100, code:150171, symbol:证券A 
gid:502200, code:150172, symbol:证券B 
gid:502300, code:150173, symbol:TMT中证A 
gid:502400, code:150174, symbol:TMT中证B 
gid:502500, code:150175, symbol:H股A 
gid:502600, code:150176, symbol:H股B 
gid:502700, code:150177, symbol:证保A 
gid:502800, code:150178, symbol:证保B 
gid:502900, code:150179, symbol:信息A 
gid:503000, code:150180, symbol:信息B 
gid:503100, code:150181, symbol:军工A 
gid:503200, code:150182, symbol:军工B 
gid:503300, code:150184, symbol:环保A 
gid:503400, code:150185, symbol:环保B 
gid:503500, code:150186, symbol:军工A级 
gid:503600, code:150187, symbol:军工B级 
gid:503700, code:150188, symbol:转债优先 
gid:503800, code:150189, symbol:转债进取 
gid:503900, code:150190, symbol:NCF环保A 
gid:504000, code:150191, symbol:NCF环保B 
gid:504100, code:150192, symbol:地产A 
gid:504200, code:150193, symbol:地产B 
gid:504300, code:150194, symbol:互联网A 
gid:504400, code:150195, symbol:互联网B 
gid:504500, code:150196, symbol:有色A 
gid:504600, code:150197, symbol:有色B 
gid:504700, code:150198, symbol:食品A 
gid:504800, code:150199, symbol:食品B 
gid:504900, code:150200, symbol:券商A 
gid:505000, code:150201, symbol:券商B 
gid:505100, code:150203, symbol:传媒A 
gid:505200, code:150204, symbol:传媒B 
gid:505300, code:150205, symbol:国防A 
gid:505400, code:150206, symbol:国防B 
gid:505500, code:150207, symbol:地产A端 
gid:505600, code:150208, symbol:地产B端 
gid:505700, code:150209, symbol:国企改A 
gid:505800, code:150210, symbol:国企改B 
gid:505900, code:150211, symbol:新能车A 
gid:506000, code:150212, symbol:新能车B 
gid:506100, code:150213, symbol:成长A级 
gid:506200, code:150214, symbol:成长B级 
gid:506300, code:150215, symbol:TMTA 
gid:506400, code:150216, symbol:TMTB 
gid:506500, code:150217, symbol:新能源A 
gid:506600, code:150218, symbol:新能源B 
gid:506700, code:150219, symbol:健康A 
gid:506800, code:150220, symbol:健康B 
gid:506900, code:150221, symbol:中航军A 
gid:507000, code:150222, symbol:中航军B 
gid:507100, code:150223, symbol:证券A级 
gid:507200, code:150224, symbol:证券B级 
gid:507300, code:150225, symbol:证保A级 
gid:507400, code:150226, symbol:证保B级 
gid:507500, code:150227, symbol:银行A 
gid:507600, code:150228, symbol:银行B 
gid:507700, code:150229, symbol:酒A 
gid:507800, code:150230, symbol:酒B 
gid:507900, code:150231, symbol:电子A 
gid:508000, code:150232, symbol:电子B 
gid:508100, code:150233, symbol:传媒业A 
gid:508200, code:150234, symbol:传媒业B 
gid:508300, code:150235, symbol:券商A级 
gid:508400, code:150236, symbol:券商B级 
gid:508500, code:150237, symbol:环保A级 
gid:508600, code:150238, symbol:环保B级 
gid:508700, code:150241, symbol:银行A级 
gid:508800, code:150242, symbol:银行B级 
gid:508900, code:150243, symbol:创业A 
gid:509000, code:150244, symbol:创业B 
gid:509100, code:150245, symbol:互联A 
gid:509200, code:150246, symbol:互联B 
gid:509300, code:150247, symbol:传媒A级 
gid:509400, code:150248, symbol:传媒B级 
gid:509500, code:150249, symbol:银行A端 
gid:509600, code:150250, symbol:银行B端 
gid:509700, code:150251, symbol:煤炭A 
gid:509800, code:150252, symbol:煤炭B 
gid:509900, code:150255, symbol:银行业A 
gid:510000, code:150256, symbol:银行业B 
gid:510100, code:150257, symbol:生物A 
gid:510200, code:150258, symbol:生物B 
gid:510300, code:150259, symbol:重组A 
gid:510400, code:150260, symbol:重组B 
gid:510500, code:150261, symbol:医疗A 
gid:510600, code:150262, symbol:医疗B 
gid:510700, code:150263, symbol:1000A 
gid:510800, code:150264, symbol:1000B 
gid:510900, code:150265, symbol:一带A 
gid:511000, code:150266, symbol:一带B 
gid:511100, code:150267, symbol:银行A类 
gid:511200, code:150268, symbol:银行B类 
gid:511300, code:150269, symbol:白酒A 
gid:511400, code:150270, symbol:白酒B 
gid:511500, code:150271, symbol:生物药A 
gid:511600, code:150272, symbol:生物药B 
gid:511700, code:150273, symbol:带路A 
gid:511800, code:150274, symbol:带路B 
gid:511900, code:150275, symbol:一带一A 
gid:512000, code:150276, symbol:一带一B 
gid:512100, code:150277, symbol:高铁A 
gid:512200, code:150278, symbol:高铁B 
gid:512300, code:150279, symbol:新能A 
gid:512400, code:150280, symbol:新能B 
gid:512500, code:150281, symbol:金融地A 
gid:512600, code:150282, symbol:金融地B 
gid:512700, code:150283, symbol:SW医药A 
gid:512800, code:150284, symbol:SW医药B 
gid:512900, code:150287, symbol:钢铁A 
gid:513000, code:150288, symbol:钢铁B 
gid:513100, code:150289, symbol:煤炭A级 
gid:513200, code:150290, symbol:煤炭B级 
gid:513300, code:150291, symbol:银行A份 
gid:513400, code:150292, symbol:银行B份 
gid:513500, code:150293, symbol:高铁A级 
gid:513600, code:150294, symbol:高铁B级 
gid:513700, code:150295, symbol:改革A 
gid:513800, code:150296, symbol:改革B 
gid:513900, code:150297, symbol:互联A级 
gid:514000, code:150298, symbol:互联B级 
gid:514100, code:150299, symbol:银行股A 
gid:514200, code:150300, symbol:银行股B 
gid:514300, code:150301, symbol:证券股A 
gid:514400, code:150302, symbol:证券股B 
gid:514500, code:150303, symbol:创业股A 
gid:514600, code:150304, symbol:创业股B 
gid:514700, code:150305, symbol:养老A 
gid:514800, code:150306, symbol:养老B 
gid:514900, code:150307, symbol:体育A 
gid:515000, code:150308, symbol:体育B 
gid:515100, code:150309, symbol:信息安A 
gid:515200, code:150310, symbol:信息安B 
gid:515300, code:150311, symbol:智能A 
gid:515400, code:150312, symbol:智能B 
gid:515500, code:150315, symbol:工业4A 
gid:515600, code:150316, symbol:工业4B 
gid:515700, code:150317, symbol:E金融A 
gid:515800, code:150318, symbol:E金融B 
gid:515900, code:150321, symbol:煤炭A基 
gid:516000, code:150322, symbol:煤炭B基 
gid:516100, code:150323, symbol:环保A端 
gid:516200, code:150324, symbol:环保B端 
gid:516300, code:150325, symbol:高铁A端 
gid:516400, code:150326, symbol:高铁B端 
gid:516500, code:150327, symbol:新能A级 
gid:516600, code:150328, symbol:新能B级 
gid:516700, code:150329, symbol:保险A 
gid:516800, code:150330, symbol:保险B 
gid:516900, code:150331, symbol:网金融A 
gid:517000, code:150332, symbol:网金融B 
gid:517100, code:150335, symbol:军工股A 
gid:517200, code:150336, symbol:军工股B 
gid:517300, code:150343, symbol:证券A基 
gid:517400, code:150344, symbol:证券B基 
gid:517500, code:159001, symbol:保证金 
gid:517600, code:159003, symbol:招商快线 
gid:517700, code:159005, symbol:添富快钱 
gid:517800, code:159901, symbol:深100ETF 
gid:517900, code:159902, symbol:中 小 板 
gid:518000, code:159903, symbol:深成ETF 
gid:518100, code:159905, symbol:深红利 
gid:518200, code:159906, symbol:深成长 
gid:518300, code:159907, symbol:中小300 
gid:518400, code:159908, symbol:深F200 
gid:518500, code:159909, symbol:深TMT 
gid:518600, code:159910, symbol:深F120 
gid:518700, code:159911, symbol:民营ETF 
gid:518800, code:159912, symbol:深300ETF 
gid:518900, code:159913, symbol:深价值 
gid:519000, code:159915, symbol:创业板 
gid:519100, code:159916, symbol:深F60 
gid:519200, code:159918, symbol:中创400 
gid:519300, code:159919, symbol:300ETF 
gid:519400, code:159920, symbol:恒生ETF 
gid:519500, code:159921, symbol:中小等权 
gid:519600, code:159922, symbol:500ETF 
gid:519700, code:159923, symbol:100ETF 
gid:519800, code:159924, symbol:300等权 
gid:519900, code:159925, symbol:南方300 
gid:520000, code:159926, symbol:国债ETF 
gid:520100, code:159927, symbol:A300ETF 
gid:520200, code:159928, symbol:消费ETF 
gid:520300, code:159929, symbol:医药ETF 
gid:520400, code:159930, symbol:能源ETF 
gid:520500, code:159931, symbol:金融ETF 
gid:520600, code:159932, symbol:500深ETF 
gid:520700, code:159933, symbol:金地ETF 
gid:520800, code:159934, symbol:黄金ETF 
gid:520900, code:159935, symbol:景顺500 
gid:521000, code:159936, symbol:可选消费 
gid:521100, code:159937, symbol:博时黄金 
gid:521200, code:159938, symbol:广发医药 
gid:521300, code:159939, symbol:信息技术 
gid:521400, code:159940, symbol:全指金融 
gid:521500, code:159941, symbol:纳指100 
gid:521600, code:159942, symbol:中创100 
gid:521700, code:159943, symbol:深证ETF 
gid:521800, code:159944, symbol:全指材料 
gid:521900, code:159945, symbol:全指能源 
gid:522000, code:159946, symbol:全指消费 
gid:522100, code:159948, symbol:创业板EF 
gid:522200, code:159949, symbol:创业板50 
gid:522300, code:159950, symbol:深成指EF 
gid:522400, code:159951, symbol:中关村A 
gid:522500, code:159952, symbol:创业ETF 
gid:522600, code:160105, symbol:南方积配 
gid:522700, code:160106, symbol:南方高增 
gid:522800, code:160119, symbol:南方500 
gid:522900, code:160125, symbol:南方香港 
gid:523000, code:160127, symbol:南方消费 
gid:523100, code:160128, symbol:南方金利 
gid:523200, code:160130, symbol:南方永利 
gid:523300, code:160131, symbol:南方聚利 
gid:523400, code:160133, symbol:南方天元 
gid:523500, code:160135, symbol:高铁基金 
gid:523600, code:160136, symbol:改革基金 
gid:523700, code:160137, symbol:互联基金 
gid:523800, code:160138, symbol:国企精明 
gid:523900, code:160211, symbol:国泰小盘 
gid:524000, code:160212, symbol:国泰估值 
gid:524100, code:160215, symbol:国泰价值 
gid:524200, code:160216, symbol:国泰商品 
gid:524300, code:160217, symbol:国泰互利 
gid:524400, code:160218, symbol:国泰地产 
gid:524500, code:160219, symbol:国泰医药 
gid:524600, code:160220, symbol:国泰民益 
gid:524700, code:160221, symbol:国泰有色 
gid:524800, code:160222, symbol:国泰食品 
gid:524900, code:160223, symbol:创业板基 
gid:525000, code:160224, symbol:国泰TMT 
gid:525100, code:160225, symbol:新汽车 
gid:525200, code:160311, symbol:华夏蓝筹 
gid:525300, code:160314, symbol:华夏行业 
gid:525400, code:160322, symbol:港股精选 
gid:525500, code:160323, symbol:华夏磐泰 
gid:525600, code:160415, symbol:华安S300 
gid:525700, code:160416, symbol:石油基金 
gid:525800, code:160417, symbol:华安300 
gid:525900, code:160418, symbol:银行股基 
gid:526000, code:160419, symbol:证券股基 
gid:526100, code:160420, symbol:创业50 
gid:526200, code:160421, symbol:华安智增 
gid:526300, code:160422, symbol:定增事件 
gid:526400, code:160505, symbol:博时主题 
gid:526500, code:160512, symbol:博时卓越 
gid:526600, code:160513, symbol:稳健债A 
gid:526700, code:160515, symbol:安丰18 
gid:526800, code:160516, symbol:博时证保 
gid:526900, code:160517, symbol:博时银行 
gid:527000, code:160518, symbol:博时睿远 
gid:527100, code:160519, symbol:博时睿利 
gid:527200, code:160520, symbol:弘盈A 
gid:527300, code:160522, symbol:博时睿益 
gid:527400, code:160603, symbol:鹏华收益 
gid:527500, code:160605, symbol:鹏华５０ 
gid:527600, code:160607, symbol:鹏华价值 
gid:527700, code:160610, symbol:鹏华动力 
gid:527800, code:160611, symbol:鹏华治理 
gid:527900, code:160613, symbol:鹏华创新 
gid:528000, code:160615, symbol:鹏华300 
gid:528100, code:160616, symbol:鹏华500 
gid:528200, code:160617, symbol:鹏华丰润 
gid:528300, code:160618, symbol:鹏华丰泽 
gid:528400, code:160620, symbol:资源分级 
gid:528500, code:160621, symbol:鹏华丰和 
gid:528600, code:160622, symbol:鹏华丰利 
gid:528700, code:160624, symbol:鹏华领先 
gid:528800, code:160625, symbol:证保分级 
gid:528900, code:160626, symbol:信息分级 
gid:529000, code:160627, symbol:鹏华策略 
gid:529100, code:160628, symbol:房地产 
gid:529200, code:160629, symbol:传媒分级 
gid:529300, code:160630, symbol:国防分级 
gid:529400, code:160631, symbol:银行指基 
gid:529500, code:160632, symbol:酒分级 
gid:529600, code:160633, symbol:券商指基 
gid:529700, code:160634, symbol:环保分级 
gid:529800, code:160635, symbol:医药基金 
gid:529900, code:160636, symbol:互联网 
gid:530000, code:160637, symbol:创业指基 
gid:530100, code:160638, symbol:带路分级 
gid:530200, code:160639, symbol:高铁分级 
gid:530300, code:160640, symbol:新能源 
gid:530400, code:160642, symbol:鹏华增瑞 
gid:530500, code:160643, symbol:空天一体 
gid:530600, code:160706, symbol:嘉实 300 
gid:530700, code:160716, symbol:嘉实50 
gid:530800, code:160717, symbol:恒生H股 
gid:530900, code:160718, symbol:嘉实多利 
gid:531000, code:160719, symbol:嘉实黄金 
gid:531100, code:160720, symbol:中期企债 
gid:531200, code:160722, symbol:嘉实惠泽 
gid:531300, code:160723, symbol:嘉实原油 
gid:531400, code:160805, symbol:长盛同智 
gid:531500, code:160806, symbol:长盛同庆 
gid:531600, code:160807, symbol:长盛300 
gid:531700, code:160808, symbol:长盛同瑞 
gid:531800, code:160809, symbol:长盛同辉 
gid:531900, code:160810, symbol:长盛同丰 
gid:532000, code:160812, symbol:长盛同益 
gid:532100, code:160813, symbol:长盛同盛 
gid:532200, code:160814, symbol:金融地产 
gid:532300, code:160910, symbol:大成创新 
gid:532400, code:160915, symbol:大成景丰 
gid:532500, code:160916, symbol:优选LOF 
gid:532600, code:160918, symbol:大成小盘 
gid:532700, code:160919, symbol:大成产业 
gid:532800, code:160921, symbol:大成定增 
gid:532900, code:160922, symbol:恒生中小 
gid:533000, code:160923, symbol:海外中国 
gid:533100, code:160924, symbol:恒指LOF 
gid:533200, code:161005, symbol:富国天惠 
gid:533300, code:161010, symbol:富国天丰 
gid:533400, code:161014, symbol:富国汇利 
gid:533500, code:161015, symbol:富国天盈 
gid:533600, code:161017, symbol:富国500 
gid:533700, code:161019, symbol:富国天锋 
gid:533800, code:161022, symbol:创业分级 
gid:533900, code:161024, symbol:军工分级 
gid:534000, code:161025, symbol:移动互联 
gid:534100, code:161026, symbol:国企改革 
gid:534200, code:161027, symbol:证券分级 
gid:534300, code:161028, symbol:新能源车 
gid:534400, code:161029, symbol:银行分级 
gid:534500, code:161030, symbol:体育分级 
gid:534600, code:161031, symbol:工业4 
gid:534700, code:161032, symbol:煤炭基金 
gid:534800, code:161033, symbol:智能汽车 
gid:534900, code:161035, symbol:医药增强 
gid:535000, code:161036, symbol:娱乐增强 
gid:535100, code:161037, symbol:高端制造 
gid:535200, code:161038, symbol:成长量化 
gid:535300, code:161115, symbol:易基岁丰 
gid:535400, code:161116, symbol:易基黄金 
gid:535500, code:161117, symbol:易基永旭 
gid:535600, code:161118, symbol:易基中小 
gid:535700, code:161119, symbol:易基综债 
gid:535800, code:161121, symbol:银行业 
gid:535900, code:161122, symbol:生物分级 
gid:536000, code:161123, symbol:重组分级 
gid:536100, code:161124, symbol:香港小盘 
gid:536200, code:161125, symbol:标普500 
gid:536300, code:161126, symbol:标普医药 
gid:536400, code:161127, symbol:标普生物 
gid:536500, code:161128, symbol:标普科技 
gid:536600, code:161129, symbol:原油基金 
gid:536700, code:161207, symbol:瑞和300 
gid:536800, code:161210, symbol:国投新兴 
gid:536900, code:161213, symbol:国投消费 
gid:537000, code:161216, symbol:双债A 
gid:537100, code:161217, symbol:国投资源 
gid:537200, code:161219, symbol:国投产业 
gid:537300, code:161222, symbol:国投瑞利 
gid:537400, code:161223, symbol:国投成长 
gid:537500, code:161224, symbol:国投丝路 
gid:537600, code:161225, symbol:国投瑞盈 
gid:537700, code:161226, symbol:白银基金 
gid:537800, code:161227, symbol:深证100 
gid:537900, code:161229, symbol:国投中国 
gid:538000, code:161230, symbol:丰利A类 
gid:538100, code:161232, symbol:国投瑞盛 
gid:538200, code:161233, symbol:国投瑞泰 
gid:538300, code:161505, symbol:银河通利 
gid:538400, code:161507, symbol:银河增强 
gid:538500, code:161607, symbol:融通巨潮 
gid:538600, code:161610, symbol:融通领先 
gid:538700, code:161614, symbol:融通添利 
gid:538800, code:161626, symbol:融通通福 
gid:538900, code:161628, symbol:融通军工 
gid:539000, code:161629, symbol:融通证券 
gid:539100, code:161630, symbol:融通农业 
gid:539200, code:161631, symbol:人工智能 
gid:539300, code:161706, symbol:招商成长 
gid:539400, code:161713, symbol:招商信用 
gid:539500, code:161714, symbol:招商金砖 
gid:539600, code:161715, symbol:大宗商品 
gid:539700, code:161716, symbol:招商双债 
gid:539800, code:161718, symbol:高贝分级 
gid:539900, code:161719, symbol:转债分级 
gid:540000, code:161720, symbol:券商分级 
gid:540100, code:161721, symbol:地产分级 
gid:540200, code:161722, symbol:招商丰泰 
gid:540300, code:161723, symbol:银行基金 
gid:540400, code:161724, symbol:煤炭分级 
gid:540500, code:161725, symbol:白酒分级 
gid:540600, code:161726, symbol:生物医药 
gid:540700, code:161727, symbol:招商增荣 
gid:540800, code:161810, symbol:银华内需 
gid:540900, code:161811, symbol:300分级 
gid:541000, code:161812, symbol:100分级 
gid:541100, code:161813, symbol:银华信用 
gid:541200, code:161815, symbol:银华通胀 
gid:541300, code:161816, symbol:90分级 
gid:541400, code:161818, symbol:消费分级 
gid:541500, code:161819, symbol:中证资源 
gid:541600, code:161820, symbol:银华纯债 
gid:541700, code:161821, symbol:银华50A 
gid:541800, code:161823, symbol:银华永兴 
gid:541900, code:161825, symbol:800分级 
gid:542000, code:161826, symbol:中证转债 
gid:542100, code:161831, symbol:H股分级 
gid:542200, code:161834, symbol:银华鑫锐 
gid:542300, code:161835, symbol:银华惠丰 
gid:542400, code:161903, symbol:万家优选 
gid:542500, code:161907, symbol:万家红利 
gid:542600, code:161908, symbol:万家添利 
gid:542700, code:161910, symbol:成长分级 
gid:542800, code:161911, symbol:万家强债 
gid:542900, code:162006, symbol:长城久富 
gid:543000, code:162010, symbol:长城久兆 
gid:543100, code:162105, symbol:持久增利 
gid:543200, code:162107, symbol:金鹰量化 
gid:543300, code:162108, symbol:元盛债券 
gid:543400, code:162207, symbol:泰达效率 
gid:543500, code:162215, symbol:泰达聚利 
gid:543600, code:162216, symbol:泰达500 
gid:543700, code:162307, symbol:海富100 
gid:543800, code:162411, symbol:华宝油气 
gid:543900, code:162412, symbol:医疗分级 
gid:544000, code:162413, symbol:1000分级 
gid:544100, code:162414, symbol:新机遇 
gid:544200, code:162415, symbol:美国消费 
gid:544300, code:162509, symbol:双禧100 
gid:544400, code:162510, symbol:国安双力 
gid:544500, code:162511, symbol:国安双佳 
gid:544600, code:162605, symbol:景顺鼎益 
gid:544700, code:162607, symbol:景顺资源 
gid:544800, code:162703, symbol:广发小盘 
gid:544900, code:162711, symbol:广发500L 
gid:545000, code:162712, symbol:广发聚利 
gid:545100, code:162714, symbol:深100基 
gid:545200, code:162715, symbol:广发聚源 
gid:545300, code:162717, symbol:广发睿吉 
gid:545400, code:162718, symbol:广发鑫瑞 
gid:545500, code:162719, symbol:广发石油 
gid:545600, code:162907, symbol:泰信400 
gid:545700, code:163001, symbol:长信医疗 
gid:545800, code:163003, symbol:长信利鑫 
gid:545900, code:163005, symbol:长信利众 
gid:546000, code:163109, symbol:申万深成 
gid:546100, code:163110, symbol:申万量化 
gid:546200, code:163111, symbol:申万中小 
gid:546300, code:163113, symbol:申万证券 
gid:546400, code:163114, symbol:申万环保 
gid:546500, code:163115, symbol:申万军工 
gid:546600, code:163116, symbol:申万电子 
gid:546700, code:163117, symbol:申万传媒 
gid:546800, code:163118, symbol:医药生物 
gid:546900, code:163119, symbol:申万健康 
gid:547000, code:163208, symbol:诺安油气 
gid:547100, code:163209, symbol:诺安中创 
gid:547200, code:163210, symbol:诺安纯债 
gid:547300, code:163302, symbol:大摩资源 
gid:547400, code:163402, symbol:兴全趋势 
gid:547500, code:163406, symbol:兴全合润 
gid:547600, code:163407, symbol:兴全300 
gid:547700, code:163409, symbol:兴全绿色 
gid:547800, code:163412, symbol:兴全轻资 
gid:547900, code:163415, symbol:兴全模式 
gid:548000, code:163503, symbol:天治核心 
gid:548100, code:163801, symbol:中银中国 
gid:548200, code:163803, symbol:中银增长 
gid:548300, code:163804, symbol:中银收益 
gid:548400, code:163805, symbol:中银策略 
gid:548500, code:163806, symbol:中银增利 
gid:548600, code:163807, symbol:中银优选 
gid:548700, code:163808, symbol:中银100 
gid:548800, code:163809, symbol:中银蓝筹 
gid:548900, code:163810, symbol:中银价值 
gid:549000, code:163819, symbol:中银信用 
gid:549100, code:163821, symbol:中银300E 
gid:549200, code:163824, symbol:中银盛利 
gid:549300, code:163827, symbol:中银产债 
gid:549400, code:163907, symbol:中海惠裕 
gid:549500, code:164105, symbol:华富强债 
gid:549600, code:164206, symbol:天弘添利 
gid:549700, code:164208, symbol:天弘丰利 
gid:549800, code:164210, symbol:天弘同利 
gid:549900, code:164302, symbol:新华惠鑫 
gid:550000, code:164304, symbol:新华环保 
gid:550100, code:164401, symbol:健康分级 
gid:550200, code:164402, symbol:中航军工 
gid:550300, code:164403, symbol:农业精选 
gid:550400, code:164508, symbol:国富100 
gid:550500, code:164509, symbol:国富恒利 
gid:550600, code:164606, symbol:信用增利 
gid:550700, code:164701, symbol:添富贵金 
gid:550800, code:164702, symbol:添富季红 
gid:550900, code:164703, symbol:添富纯债 
gid:551000, code:164705, symbol:添富恒生 
gid:551100, code:164808, symbol:工银四季 
gid:551200, code:164809, symbol:工银500 
gid:551300, code:164810, symbol:工银纯债 
gid:551400, code:164811, symbol:100母基 
gid:551500, code:164812, symbol:政府债基 
gid:551600, code:164814, symbol:工银双债 
gid:551700, code:164818, symbol:传媒母基 
gid:551800, code:164819, symbol:环保母基 
gid:551900, code:164820, symbol:高铁母基 
gid:552000, code:164821, symbol:新能母基 
gid:552100, code:164902, symbol:交银添利 
gid:552200, code:164905, symbol:交银新能 
gid:552300, code:164906, symbol:中国互联 
gid:552400, code:164907, symbol:E金融 
gid:552500, code:164908, symbol:环境治理 
gid:552600, code:165309, symbol:建信300 
gid:552700, code:165310, symbol:建信双利 
gid:552800, code:165311, symbol:建信信用 
gid:552900, code:165312, symbol:建信50 
gid:553000, code:165313, symbol:建信优势 
gid:553100, code:165315, symbol:网金融 
gid:553200, code:165508, symbol:信诚深度 
gid:553300, code:165509, symbol:信诚增强 
gid:553400, code:165510, symbol:信诚四国 
gid:553500, code:165511, symbol:信诚500 
gid:553600, code:165512, symbol:信诚机遇 
gid:553700, code:165513, symbol:信诚商品 
gid:553800, code:165515, symbol:信诚300 
gid:553900, code:165516, symbol:信诚周期 
gid:554000, code:165517, symbol:信诚双盈 
gid:554100, code:165519, symbol:信诚医药 
gid:554200, code:165520, symbol:信诚有色 
gid:554300, code:165521, symbol:信诚金融 
gid:554400, code:165522, symbol:信诚TMT 
gid:554500, code:165523, symbol:信息安全 
gid:554600, code:165524, symbol:智能家居 
gid:554700, code:165525, symbol:基建工程 
gid:554800, code:165526, symbol:信诚新旺 
gid:554900, code:165528, symbol:信诚定增 
gid:555000, code:165532, symbol:信诚鼎泰 
gid:555100, code:165705, symbol:诺德双翼 
gid:555200, code:165707, symbol:诺德S300 
gid:555300, code:165806, symbol:东吴100 
gid:555400, code:165807, symbol:东吴鼎利 
gid:555500, code:165809, symbol:东吴转债 
gid:555600, code:166001, symbol:中欧趋势 
gid:555700, code:166002, symbol:中欧蓝筹 
gid:555800, code:166003, symbol:中欧稳A 
gid:555900, code:166004, symbol:中欧稳C 
gid:556000, code:166005, symbol:中欧价值 
gid:556100, code:166006, symbol:中欧成长 
gid:556200, code:166007, symbol:中欧300 
gid:556300, code:166008, symbol:中欧强债 
gid:556400, code:166009, symbol:中欧动力 
gid:556500, code:166010, symbol:中欧鼎利 
gid:556600, code:166011, symbol:中欧盛世 
gid:556700, code:166012, symbol:中欧信用 
gid:556800, code:166016, symbol:中欧纯债 
gid:556900, code:166105, symbol:信达鑫安 
gid:557000, code:166401, symbol:增利C 
gid:557100, code:166402, symbol:沪港深F 
gid:557200, code:166802, symbol:浙商300 
gid:557300, code:166902, symbol:民生增利 
gid:557400, code:166904, symbol:民生添利 
gid:557500, code:167001, symbol:平安鼎泰 
gid:557600, code:167002, symbol:平安鼎越 
